id,lat,long,project_type,name,description,location,lga,cwlth_state_funding,project_status,recovery_type
1224,-36.5387801,147.3689783,Local Economic Recovery Funding,Mitta Valley Mountain Bike Park,The project will fund the construction of the second stage of the Mitta Valley Mountain Bike Park to support regional tourism.,,Towong (S),Up to $1.50 million,Not yet commenced,Human/Social
1225,-37.39854,148.6302,Local Economic Recovery Funding,Natural Disaster Recovery and Climate Adaption Leadership Program,The project will fund a natural disaster recovery and climate change adaptation program to foster rural resilience in emerging leaders in the agriculture sector.,,Multiple VIC,"Up to $41,000",Not yet commenced,Human/Social
1226,-36.555544,146.723786,Local Economic Recovery Funding,Myrtleford Recreation Reserve Accessibility Upgrade,The project will upgrade facilities at the Myrtleford Recreation Reserve to improve accessibility.,,Alpine (S),"Up to $470,000",Not yet commenced,Infrastructure
1227,-29.76260796,151.1100336,Local Economic Recovery Funding,Lake Inverell and Ashford Cemetery Amenities Upgrade,This project will see the construction of new wheelchair accessible amenities at Lake Inverell Reserve in the shire's north.,n/a,Inverell (A),"Up to $408,220",Not yet commenced,Infrastructure
1228,-29.8122825,151.0930556,Local Economic Recovery Funding,Inverell Pump Track,This project will construct a concrete pump track in community parkland located on the edge of Inverell CBD.,Inverell,Inverell (A),"Up to $432,667",In progress,Infrastructure
1229,-28.8535939,153.0366057,Local Economic Recovery Funding,Jumbunna Community Hub,This project will construct a new multi purpose facility within the Jumbunna Community Preschool and Early Intervention Centre to vulnerable people in their local community.,Casino,Richmond Valley (A),Up to $1.52 million,Not yet commenced,Human/Social
1230,-34.4618281,149.4736647,Local Economic Recovery Funding,Upper Lachlan Shire New Visitors Information and Community Centre,This project will construct a new visitors information centre to deliver additional facilities to the local community while also encouraging tourism and return visitors.,Crookwell,Upper Lachlan Shire (A),Up to $2.46 million,Not yet commenced,Infrastructure
1231,-31.9433026,152.4412355,Local Economic Recovery Funding,Replacement of Kiwarrak Mountain Bike Park,This project will rebuild the Kiwarrak Mountain Bike Park that was destroyed during the fires.,Kiwarrak,Mid-Coast (A),"Up to $403,980",Not yet commenced,Infrastructure
1232,-34.6707635,150.2129709,Local Economic Recovery Funding,New Penrose Community Hall,This project will create a new hall that is fire resistant and is an important part of Penrose as it serves as the community's only meeting place.,Penrose,Wingecarribee (A),Up to $1.70 million,Not yet commenced,Infrastructure
1233,-33.2955807,151.1730233,Local Economic Recovery Funding,An Aboriginal Cultural and Economic Prosperity Project,"This project will deliver road access, a walking trail, and camping and cultural infrastructure to 'Compartment 197' in the McPherson State Forest on Mangrove Mountain.",Mangrove Mountain,Central Coast (C) (NSW),"Up to $816,433",Not yet commenced,Economic
1234,-31.9755905,152.5841345,Local Economic Recovery Funding,Bushfire Recovery and Safeguarding Against Domestic and Family Violence,This project will implement three domestic and family violence group work programs across the LGA which will support vulnerable groups who are at increased risk of domestic family violence since the fires.,Old Bar,Mid-Coast (A),"Up to $598,522",Not yet commenced,Human/Social
1235,-31.8699007,152.3737737,Local Economic Recovery Funding,Wingham Services Club Upgrade,This project will upgrade the Wingham Services Club with a more suitable environment for the community to shelter in times of crisis.,Wingham,Mid-Coast (A),"Up to $546,457",Not yet commenced,Infrastructure
1236,-31.40976047,152.5312109,Local Economic Recovery Funding,Bonny Hills Rural Fire Station Building Upgrade,"This project will upgrade the existing Bonny Hills Fire Station, improving the brigade's ability to respond to natural disasters.",Bonny Hills,Port Macquarie-Hastings (A),"Up to $400,000",Not yet commenced,Infrastructure
1237,-34.8971405,150.6120897,Local Economic Recovery Funding,Facility and Equipment Upgrade at PCYC Shoalhaven,This project will upgrade and refurbish sections of the PCYC Shoalhaven Club to include a large covered area for sports programs and outdoor activities.,Nowra,Shoalhaven (C),"Up to $951,875",Not yet commenced,Infrastructure
1238,-36.2362336,149.125479,Local Economic Recovery Funding,Let's Be Mindful and Mental Health First Aid,This project will provide mental health first aid training and mindfulness/resilience workshops across the region for people that were directly impacted by the Black Summer Bushfires.,Cooma,Snowy Monaro Regional (A),"Up to $237,300",Not yet commenced,Human/Social
1239,-29.459071,153.196863,Local Economic Recovery Funding,Maclean Community Precinct (Phase 1),This project will refurbish the Maclean Civil Hall to create an outdoor space that connects River Street with the Clarence River.,Maclean,Clarence Valley (A),Up to $5.00 million,Not yet commenced,Infrastructure
1240,-29.4271799,153.3276816,Local Economic Recovery Funding,Treelands Drive Community Hub,This project will support the expansion of the Treelands Drive Community Hub and improve the accessibility of services to the community.,Yamba,Clarence Valley (A),Up to $11.11 million,Not yet commenced,Infrastructure
1241,-29.6809273,152.9337837,Local Economic Recovery Funding,North East Forestry Innovation Training,This project will provide training that supports innovative thinking and practices in the forest and wood products industry which supports employment and innovation in North East NSW.,n/a,Multiple NSW,"Up to $440,000",Not yet commenced,Economic
1242,-36.3879318,149.887423,Local Economic Recovery Funding,Revitalise the Cobargo CBD - Western Side,This project will construct new infrastructure and repair damaged buildings on Cobargo's main street.,Cobargo,Bega Valley (A),Up to $4.72 million,Not yet commenced,Infrastructure
1243,-29.6928,152.93114,Local Economic Recovery Funding,Grafton Rowing Club,"This project will redevelop the historic Grafton Rowing Club's boatshed. It will provide a large viewing deck, a museum and new rowing facilities.",Grafton,Clarence Valley (A),Up to $1.83 million,Not yet commenced,Infrastructure
1244,-34.73443862,150.4783011,Local Economic Recovery Funding,Improved Resilience of Shoalhaven Showgrounds,This project will upgrade four showgrounds in Shoalhaven to support future community responses to local emergencies and support community and business activities.,n/a,Shoalhaven (C),Up to $3.84 million,Not yet commenced,Infrastructure
1245,-32.5784966,149.5739793,Local Economic Recovery Funding,Putta Bucca Wetlands Tourism and Community Infrastructure Development,This project will provide community and tourism infrastructure at Mudgee's Putta Bucca Wetlands.,Putta Bucca,Mid-Western Regional (A),"Up to $859,700",In progress,Infrastructure
1246,-32.0884895,152.4758125,Local Economic Recovery Funding,Redevelopment of 'The Green' Sustainability Education Centre,"This project will convert 'The Green' space into a multi-purpose community education centre that includes a community garden, a men's shed, a workshop space, and a covered outdoor area.",Darawank,Mid-Coast (A),"Up to $896,156",Not yet commenced,Infrastructure
1247,-36.6785966,149.8479258,Local Economic Recovery Funding,Bega Showground Community Centre,This project will create the Bega Showground Community Centre offering the community an evacuation centre with modern amenities.,Bega,Bega Valley (A),Up to $9.79 million,Not yet commenced,Infrastructure
1248,-28.6237108,153.0033861,Local Economic Recovery Funding,Kyogle Health and Wellbeing Hub,"This project will construct a multi-purpose community centre in Kyogle, which will also function as an emergency evacuation centre.",Kyogle,Kyogle (A),Up to $4.50 million,Not yet commenced,Infrastructure
1249,-33.48279582,150.1570465,Local Economic Recovery Funding,Revive Regional Business in Lithgow,"This project will support the Lithgow business revival program, funding business networking events, business promotions, business start-ups and business awards.",n/a,Lithgow (C),"Up to $503,000",Not yet commenced,Economic
1250,-29.049538,152.018753,Local Economic Recovery Funding,Resilient and Regenerative Farming Community in Tenterfield,This project will engage the community in implementing regenerative agriculture practices to build a more resilient landscape and support local businesses.,Tenterfield,Tenterfield (A),"Up to $220,000",Not yet commenced,Economic
1251,-35.0341447,150.667485,Local Economic Recovery Funding,Huskisson Mangrove Boardwalk Refurbishment,"This project will upgrade the existing boardwalk, providing improved accessibility features, educational bays, seating, and interpretative signage.",Huskisson,Shoalhaven (C),Up to $2.44 million,Not yet commenced,Infrastructure
1252,-31.477861,152.8153403,Local Economic Recovery Funding,Lake Innes Rural Fire Station Upgrade,"This project will upgrade the Lake Innes Rural Fire Station to include a community hub that offers a meeting room, a social area, and a community refuge area.",Lake Innes,Port Macquarie-Hastings (A),"Up to $921,508",Not yet commenced,Infrastructure
1253,-36.3130626,150.0754668,Local Economic Recovery Funding,Tilba Halls Future Resilience Project,This project will provide upgrades to heritage listed community owned halls which will ensure that the halls continue to support community wellbeing and resilience into the future.,Central Tilba,Eurobodalla (A),Up to $1.05 million,Not yet commenced,Infrastructure
1254,-29.52065018,153.1705594,Local Economic Recovery Funding,Community leadership,This project will foster local leadership through a two-session/eight-day leadership and resilience program for 48 participants in Nambucca and Snowy Valleys,n/a,Multiple NSW,"Up to $662,260",Not yet commenced,Human/Social
1255,-30.68755665,152.7689379,Local Economic Recovery Funding,Community Halls Upgrade,"This project will upgrade local community halls in severely impacted areas of Nambucca LGA including kitchen and facility upgrades, shade covers, accessible pathways and fire fighting pumps and generators.",n/a,Nambucca (A),"Up to $700,500",Not yet commenced,Infrastructure
1256,-33.6487892,150.290295,Local Economic Recovery Funding,Blackheath Golf Course Retention Dam,This project will improve dam capacity which will support firefighting activities in the vicinity of Blackheath and the Upper Blue Mountains region.,Blackheath,Blue Mountains (C),"Up to $500,000",Not yet commenced,Infrastructure
1257,-32.01531579,152.0957578,Local Economic Recovery Funding,Indigenous Cultural Rangers,This project will employ Cultural Rangers and Dark Point and Saltwater aboriginal places to implement on-the-ground activities and will build Indigenous capacity to develop tourism projects and protect heritage values for the Worimi and Biripi people.,n/a,Mid-Coast (A),"Up to $428,367",Not yet commenced,Environment
1258,-37.02614887,148.9211014,Local Economic Recovery Funding,Delegate Discovery Centre,"This project will fund a building to house the Delegate Discovery Centre, as well as accommodation, contract workers, and emergency personnel.",n/a,Snowy Monaro Regional (A),"Up to $686,755",Not yet commenced,Infrastructure
1259,-35.914362,147.3108252,Local Economic Recovery Funding,Hanel's Lookout Upgrade,This project will upgrade Hanel's Lookout to enhance the visitor experience at Woomargama National Park.,Woomargama,Greater Hume Shire (A),"Up to $451,054",Not yet commenced,Infrastructure
1260,-35.751764,150.164046,Local Economic Recovery Funding,Mogo Adventure Trails Hub (Stage 2),This project will fund the final stage of the construction of the Mogo Adventure Trails Hub network in the Mogo/Deep Creek Dam area.,Mogo (South),Eurobodalla (A),Up to $5.00 million,Not yet commenced,Infrastructure
1261,-35.4473097,149.8002165,Local Economic Recovery Funding,Braidwood Skatepark,This project will construct a new skate park.,Braidwood,Queanbeyan-Palerang Regional (A),"Up to $680,660",Not yet commenced,Infrastructure
1262,-34.73443862,150.4783011,Local Economic Recovery Funding,New Bendeela Reservoir and Five Water Tanks,This project will increase the water supply through the provision of reservoirs and water tanks in Kangaroo Valley which will aid fire and rescue services in future disasters.,n/a,Shoalhaven (C),"Up to $990,000",Not yet commenced,Infrastructure
1263,-35.79415823,150.101712,Local Economic Recovery Funding,Phoenix Community Wellbeing Program,This project will empower the greater Mogo community with powerful tools to boost resilience and to adapt to their current and future hardships.,n/a,Eurobodalla (A),"Up to $230,000",Not yet commenced,Human/Social
1264,-29.7385773,151.7358401,Local Economic Recovery Funding,New England Rail Trail Stage 1,This project will build Stage 1 (35.5km) of the New England Rail Trail between Glen Innes and Ben Lomond.,Glen Innes,Glen Innes Severn (A),Up to $8.72 million,Not yet commenced,Infrastructure
1265,-35.04283224,148.1036667,Local Economic Recovery Funding,Outreach Support Service,This project will provide an outreach counselling and support service to vulnerable communities affected by the Black Summer bushfires.,n/a,Multiple NSW,"Up to $200,775",Not yet commenced,Human/Social
1266,-35.3068058,148.2284764,Local Economic Recovery Funding,Snowy Valleys Emergency Evacuation Centre and Multipurpose Facility,This project will fund an indoor sports and events facility that has capacity to transform into a state-of-the-art emergency and evacuation centre.,Tumut,Snowy Valleys (A),Up to $10.69 million,Not yet commenced,Infrastructure
1267,-37.0618848,149.7980709,Local Economic Recovery Funding,Eden Mountain Bike Hub,"This project will fund the trailhead (including amenities, signposts and other infrastructure) and up to 60 km of mountain biking trails.",Nullica,Bega Valley (A),Up to $4.52 million,Not yet commenced,Infrastructure
1268,-35.30442,148.22143,Local Economic Recovery Funding,Upgrade Tumut Pool (Stage 2),"This project will support the ongoing upgrade of the Tumut Pool, as well as improving swimming facilities for babies and young children.",Tumut,Snowy Valleys (A),"Up to $900,000",Not yet commenced,Infrastructure
1269,-35.520211,148.150892,Local Economic Recovery Funding,Upgrade Batlow Pool,"This project will provide significant upgrades to the Batlow Pool, including new amenities and additional shade structures.",Batlow,Snowy Valleys (A),Up to $1.75 million,Not yet commenced,Infrastructure
1270,-36.21547,148.13204,Local Economic Recovery Funding,Upgrade Khancoban Pool,"This project will upgrade pool amenities, build new pool fencing and solar heating.",Khancoban,Snowy Valleys (A),"Up to $660,000",Not yet commenced,Infrastructure
1271,-30.2954112,153.1174406,Local Economic Recovery Funding,Digital Marketing for the Coffs Coast,This project is an innovative marketing project designed to complement the new destination website and build a digital future for local tourism businesses.,Coffs Harbour,Coffs Harbour (C),"Up to $452,460",Not yet commenced,Economic
1272,-29.11009152,153.2169208,Local Economic Recovery Funding,Bungawalbin Community Bushfire Recovery,"This project will support environmental restoration, employment, and community resilience through regeneration activities across public and private land.",n/a,Richmond Valley (A),"Up to $368,696",Not yet commenced,Environment
1273,-31.4298138,152.9167534,Local Economic Recovery Funding,Upgrade the Astronomy Science Centre,"This project will construct a first-class astronomy and science centre, replacing the smaller 55-year-old facility.",Port Macquarie,Port Macquarie-Hastings (A),Up to $4.86 million,Not yet commenced,Infrastructure
1274,-36.2163053,150.1304714,Local Economic Recovery Funding,Construct the Narooma Arts and Community Centre,"This project will fund construction of the Narooma Arts and Community Centre, which will enhance the School of Arts precinct.",Narooma,Eurobodalla (A),Up to $7.28 million,Not yet commenced,Infrastructure
1275,-33.7090686,149.8538662,Local Economic Recovery Funding,Expand Oberon Children's Centre,"This project funds the construction of a multipurpose community building with therapy rooms, a kitchen and a children's play space.",Oberon,Oberon (A),"Up to $852,010",Not yet commenced,Infrastructure
1276,-33.69407473,150.5758004,Local Economic Recovery Funding,Revitalise the Blue Mountains Visitor Economy,This project is a two-year destination management program that will reinstate the Blue Mountains as a key tourist destination in NSW and Australia.,n/a,Blue Mountains (C),Up to $2.61 million,Not yet commenced,Economic
1277,-35.0743201,150.6711776,Local Economic Recovery Funding,Upgrading Telecommunication Sites,This project will improve the resilience of major council-managed telecommunication sites to ensure continual power after major environmental disasters.,n/a,Shoalhaven (C),"Up to $489,000",Not yet commenced,Infrastructure
1278,-33.63845231,150.2785462,Local Economic Recovery Funding,Creating a Resilient Community,"This project will deliver workshops, educational sessions, preparedness activities, and other innovative events in the Blackheath area.",n/a,Blue Mountains (C),"Up to $204,600",Not yet commenced,Human/Social
1279,-35.90356616,150.0172255,Local Economic Recovery Funding,"ReGrowth: Connect, Create, Perform","This project will deliver a series of community devised performing arts workshops and public performances, facilitating healing and recovery for young people in the Bega Valley and Eurobodalla LGAs.",n/a,Multiple NSW,"Up to $998,522",Not yet commenced,Human/Social
1280,-34.6577107,147.9817037,Local Economic Recovery Funding,Enhance Pioneer Park,This project will enhance Pioneer Park for the community and visitors with better facilities and signage.,Cootamundra,Cootamundra-Gundagai Regional (A),"Up to $200,212",Not yet commenced,Infrastructure
1281,-30.61020863,152.7277388,Local Economic Recovery Funding,Nambucca Valley Virtual Community Hub,"The Nambucca Valley Virtual Community Hub will support the functioning of a large number of non-government, not-for-profit and local Aboriginal organisations in the Nambucca Valley.",n/a,Nambucca (A),"Up to $352,440",Not yet commenced,Human/Social
1282,-30.64648225,152.9846936,Local Economic Recovery Funding,Nambucca River Foreshore Walk and Cultural Way Improvements,This project will showcase the importance of the Nambucca River (Nymbaga Binderay) by completing the foreshore walk from the Visitor Information Centre to the V-Wall.,Nambucca Heads,Nambucca (A),Up to $2.45 million,Not yet commenced,Infrastructure
1283,-34.1700078,150.612913,Local Economic Recovery Funding,Love the Dilly Bushfire Recovery Campaign,This project will use online and offline activities to build awareness of Wollondilly as a tourist destination and engage the local community and its businesses.,Picton,Wollondilly (A),"Up to $600,000",Not yet commenced,Economic
1284,-36.13181365,149.848479,Local Economic Recovery Funding,Restore Habitats and Build Community Resilience,This project will fund work to implement environmental remediation activities and to provide training and workshops.,n/a,Multiple NSW,"Up to $949,840",Not yet commenced,Environment
1285,-30.302036,153.117104,Local Economic Recovery Funding,Implement Brelsford Park Master Plan,"This project will transform Brelsford Park into an inclusive place by connecting the parkland to the city centre with pathways and other upgrades, such as the construction of an amphitheatre,",Coffs Harbour,Coffs Harbour (C),Up to $5.00 million,Not yet commenced,Infrastructure
1286,-36.5013679,150.0449836,Local Economic Recovery Funding,Four Winds Cultural Precinct Improvements,"This project will improve the resilience of Four Winds cultural precinct with the installation of sprinkler systems, smoke systems, solar panels, replacement of water tanks and upgrades to improve access to the precinct.",Barragga Bay,Bega Valley (A),"Up to $336,317",Not yet commenced,Infrastructure
1287,-36.3580241,148.9516327,Local Economic Recovery Funding,Reconnect Bushland on the Monaro,"This project will work with landholders to build islands of bushland across the central Monaro, re-establishing wildlife habitats.",Arable,Snowy Monaro Regional (A),"Up to $278,490",Not yet commenced,Environment
1288,-30.7278171,152.8303929,Local Economic Recovery Funding,Improving Telecommunications,This project will fund the installation of a telecommunications tower which will provide better reception for rural and remote areas of the Nambucca Valley.,Utungun,Nambucca (A),"Up to $971,250",Not yet commenced,Infrastructure
1289,-30.6461755,152.8525114,Local Economic Recovery Funding,Bowraville Theatre Facilities Upgrades,This project will deliver dressing rooms and disabled access to a theatre in the centre of Bowraville.,Bowraville,Nambucca (A),"Up to $707,950",Not yet commenced,Infrastructure
1290,-37.02304064,149.8929189,Local Economic Recovery Funding,Positive Futures Program,"This project is a recovery program that will be delivered in Bega Valley and Shoalhaven and is designed to build resilience, mental health and networks for bushfire-affected young people and communities.",n/a,Multiple NSW,"Up to $573,395",Not yet commenced,Human/Social
1291,-34.6928714,150.1585333,Local Economic Recovery Funding,Wingello Resilience Project,"This project will rebuild Casburn Park, providing parking, amenities, a village green, a picnic area, and other improvements.",Wingello,Wingecarribee (A),Up to $2.48 million,Not yet commenced,Human/Social
1292,-35.43482429,149.8028837,Local Economic Recovery Funding,Solar and Essential Battery Backup,This project involves the installation of solar panels and essential battery storage backup to improve the capacity of the Rural Fire Services to serve communities.,n/a,Queanbeyan-Palerang Regional (A),"Up to $210,000",Not yet commenced,Infrastructure
1293,-33.37902057,151.2772215,Local Economic Recovery Funding,Central Coast 'Meet the Maker Trail',This project with the development of digital infrastructure and other marketing activities aims to increase visitation to food and tourism businesses on the NSW Central Coast.,n/a,Central Coast (C) (NSW),"Up to $290,400",Not yet commenced,Economic
1294,-28.63445723,152.1201445,Local Economic Recovery Funding,Tenterfield villages Water Supply,"This project will provide a water source and minor reticulation activities for the villages of Drake, Liston, Legume, and Torrington.",n/a,Tenterfield (A),"Up to $960,000",Not yet commenced,Infrastructure
1295,-33.4777272,150.1609403,Local Economic Recovery Funding,Backup Diesel Generator,This project will fund the purchase of a fixed diesel generator for Lithgow's evacuation centre.,Lithgow,Lithgow (C),"Up to $486,747",Not yet commenced,Infrastructure
1296,-36.3881129,149.8872425,Local Economic Recovery Funding,Cobargo Bushfire Resilience Centre,This project will fund construction of the Cobargo Bushfire Resilience Centre to support community healing and create a tourist destination for the region.,Cobargo,Bega Valley (A),Up to $4.90 million,Not yet commenced,Infrastructure
1297,-35.54501912,148.1466176,Local Economic Recovery Funding,Project Comeback,"This project will deliver new packhouse technology for the Batlow fruit industry, ensuring efficient handling of changes in volumes and greater flexibility to respond to market demands.",n/a,Snowy Valleys (A),Up to $2.74 million,Not yet commenced,Economic
1298,-33.70609264,150.3002019,Local Economic Recovery Funding,Business and Community Hub,This project establishes a place-based business community resilience hub in the Blue Mountains to support self-sufficiency and long-term resilience by capturing and sharing existing knowledge.,n/a,Blue Mountains (C),"Up to $331,000",Not yet commenced,Economic
1299,-33.148069,149.979864,Local Economic Recovery Funding,Construct the Capertee Recreation Reserve Bike and Walking Trail,This project will construct a bicycle and walking trail in the Capertee Recreation Reserve which will be available to the general public and promote tourism in the area.,Capertee,Lithgow (C),"Up to $270,000",Not yet commenced,Infrastructure
1300,-28.5953082,153.2249343,Local Economic Recovery Funding,"Nimbin's Rainbow Road Walking Track, Stage 1",This project will construct a walking track to support Nimbin's community resilience and economic recovery.,Nimbin,Lismore (C),Up to $2.55 million,Not yet commenced,Infrastructure
1301,-34.46201884,150.4895802,Local Economic Recovery Funding,Indigenous Cultural Burning Project for Wingecarribee Shire Council,This project will engage local Aboriginal fire practitioners to reintroduce their practices to manage country in Wingecarribee Shire Council's vulnerable bushland reserves.,n/a,Wingecarribee (A),"Up to $205,000",Not yet commenced,Environment
1302,-33.25178729,151.0075152,Local Economic Recovery Funding,Hawkesbury Business Support and Resilience Program,This project will support tourism businesses around the Hawkesbury area through an educational business support program.,n/a,Hawkesbury (C),"Up to $200,700",Not yet commenced,Economic
1303,-30.45538369,152.995841,Local Economic Recovery Funding,The Ring of Resilience Project,This project will develop the Bellingen Shire LGA as a resilient and economically sustainable community that is able to cope with natural disasters.,n/a,Bellingen (A),Up to $4.30 million,Not yet commenced,Human/Social
1304,-35.3569933,150.4607504,Local Economic Recovery Funding,Sanctuary of Support (SOS),This project will enable people living with a mental illness to access the community through the creation of a new support centre.,Ulladulla,Shoalhaven (C),"Up to $416,534",Not yet commenced,Human/Social
1305,-29.7407338,151.7348393,Local Economic Recovery Funding,Highlands Business and Community Hub and Programs,"This project will fit out a training facility to run workshops and programs, and enable more conferences and business events to be hosted in the local area.",Glen Innes,Glen Innes Severn (A),"Up to $616,861",Not yet commenced,Economic
1306,-36.01195983,148.7863132,Local Economic Recovery Funding,Tourism Snowy Mountains Bushfire Recovery Program,"This project includes a two-year tourism marketing campaign, seed funding for regional events, and industry and business development aimed to restore the visitor economy.",n/a,Snowy Monaro Regional (A),"Up to $710,000",Not yet commenced,Economic
1307,-31.4721392,152.7324959,Local Economic Recovery Funding,Conserve biodiversity in the Hastings Region,"This project will protect biodiversity hotspots, including dams, wetlands, rivers and rainforests in the Hastings LGA.",n/a,Port Macquarie-Hastings (A),"Up to $305,500",Not yet commenced,Environment
1308,-34.66966192,149.6870677,Local Economic Recovery Funding,Promote trails in the Southern Tablelands,"This digital project will promote walking trails in the Southern Tablelands, enticing visitors to the region.",n/a,Multiple NSW,"Up to $360,000",Not yet commenced,Economic
1309,-37.02508993,149.8010988,Local Economic Recovery Funding,South Coast Centre of Excellence,This project will establish a virtual Hospitality and Tourism Centre of Excellence on the NSW South Coast that will boost the economic recovery of the region.,n/a,Multiple NSW,"Up to $995,023",Not yet commenced,Economic
1310,-34.8034777,148.1162415,Local Economic Recovery Funding,Convert the Immaculate Conception Church at Muttama into a community cultural centre,This project will convert the Muttama Church of Immaculate Conception into a multi-purpose cultural space with adjoining accommodation.,Muttama,Multiple NSW,"Up to $982,485",Not yet commenced,Infrastructure
1311,-33.5152204,150.5801877,Local Economic Recovery Funding,Create footpath and cycleways on Bells Line of Road in Bilpin,"This project will support the community of Bilpin through the construction of a footpath and cycleway between the town centre, school and community hall.",Bilpin,Hawkesbury (C),"Up to $455,700",Not yet commenced,Infrastructure
1312,-31.969379,152.5901406,Local Economic Recovery Funding,Upgrade the Taree Old Bar Surf Club Facilities,This project will refurbish and upgrade the Taree Old Bar Surf Club Facilities to accommodate large membership growth and respond to community needs.,Old Bar,Mid-Coast (A),"Up to $425,000",Not yet commenced,Infrastructure
1313,-33.7000246,149.845515,Local Economic Recovery Funding,Complete Stage One of the Oberon Multi-Purpose Sports and Community Complex,This project will relocate the Oberon Football ground to a new site on the outskirts of the Oberon township and construct a well equipped clubhouse and other sporting facilities.,Oberon,Oberon (A),Up to $4.88 million,Not yet commenced,Infrastructure
1314,-30.1810582,152.5528246,Local Economic Recovery Funding,Blicks Community Recovery Program,"This project will fund weed management and bush regeneration, the installation of water infrastructure, a communications strategy; and programs to promote community leadership.",Dundurrabin,Clarence Valley (A),"Up to $551,186",Not yet commenced,Environment
1315,-37.20202685,149.908934,Local Economic Recovery Funding,Promote the Gourmet Coast Trail,"This project will enable the community to implement a marketing strategy, enhance the Gourmet Coast Trail website's interactive functionality.",n/a,Multiple NSW,"Up to $315,000",Not yet commenced,Economic
1316,-31.0490525,152.8376405,Local Economic Recovery Funding,Upgrade infrastructure at the Kempsey Regional Saleyards,"This project will provide a better facility for local cattle vendors and buyers, ensuring that KRS continues to be a competitive regional saleyard for the Mid North Coast.",West Kempsey,Kempsey (A),Up to $6.33 million,Not yet commenced,Infrastructure
1317,-28.37148948,152.5899243,Local Economic Recovery Funding,"Improve open spaces in Woodenbong, Tabulam and Bonalbo","This project will improve major open spaces and community facilities  across these locations, ensuring each community has a functional and safe recreational areas as well as a place of refuge during adverse events.",n/a,Kyogle (A),"Up to $990,001",Not yet commenced,Infrastructure
1318,-34.08870074,150.5634196,Local Economic Recovery Funding,"Provide play space, accessible amenities and shade shelters in Wollondilly",This project will upgrade the playground at Picton Botanic Gardens to include an inclusive play space and provide accessible amenities and shade shelters across Wollondilly.,n/a,Wollondilly (A),"Up to $920,120",Not yet commenced,Infrastructure
1319,-33.4803152,150.1607223,Local Economic Recovery Funding,Youth Beyond the Flame,This project will address the high levels of distress and anxiety experienced by young people in the Lithgow LGA following the 2019-20 bushfires through dedicated support from Headspace Lithgow and an RFS cadetship program.,Lithgow,Lithgow (C),"Up to $326,675",Not yet commenced,Human/Social
1320,-35.2536818,149.444829,Local Economic Recovery Funding,Create adventure playground in Bungendore,"This project will create a new adventure-style playground, suitable for a wide range of ages and abilities in Bungendore.",Bungendore,Queanbeyan-Palerang Regional (A),"Up to $895,370",Not yet commenced,Infrastructure
1321,-36.4281313,150.0775191,Local Economic Recovery Funding,Bermagui Preschool Therapy and Counselling Room Project,This project will create a Therapy and Counselling Room and upgrade some of the existing facilities and outdoor areas to support improved delivery of mental health and well-being programs.,Bermagui,Bega Valley (A),"Up to $476,252",Not yet commenced,Human/Social
1322,-36.43167133,150.039423,Local Economic Recovery Funding,Community led recovery and regeneration education hub,"This project will establish a hub for collaborative and community led recovery and regeneration in South East NSW, based at the Crossing Land Education Centre, Bermagui.",n/a,Multiple NSW,"Up to $947,803",Not yet commenced,Human/Social
1323,-30.09958794,153.1634574,Local Economic Recovery Funding,Improving Coffs Coastal Access and Asset Protection Zone Environmental Resilience,This project will provide paved track and boardwalk access in Solitary Island Coastal Walk and improve the resilience of native vegetation on the Asset Protection Zone interface in Coffs Coast Regional Park.,n/a,Coffs Harbour (C),"Up to $918,488",Not yet commenced,Economic
1324,-33.7262986,150.3309167,Local Economic Recovery Funding,The Grand Cliff Top Walk,This project will develop a clifftop bush-walking trail of 13.6 kilometres in the Greater Blue Mountains World Heritage Area.,Leura,Blue Mountains (C),Up to $4.00 million,Not yet commenced,Economic
1325,-29.68921305,153.3129432,Local Economic Recovery Funding,Environmental recovery in Clarence Valley,"This project will improve the natural environment of the Clarence Valley region by establishing programs to maintain burnt landscapes, protect wildlife habitat, and improve the Yuraygir Coastal Walk.",n/a,Clarence Valley (A),"Up to $918,488",Not yet commenced,Economic
1326,-35.90738862,150.0923753,Local Economic Recovery Funding,Regenerate: NSW family and relationship counselling,"This project will provide early intervention mental health support to children and young people aged 8-12 in Eurobodalla through flexible, holistic outreach counselling provided by two full-time clinicians.",n/a,Eurobodalla (A),"Up to $383,133",Not yet commenced,Human/Social
1327,-30.9761687,151.575934,Local Economic Recovery Funding,Upgrade Walcha Lions Park,"This project will install new play equipment, soft fall surfaces, seating, pathways, landscaping, and perimeter fencing in Walcha Lions Park.",Walcha,Walcha (A),"Up to $410,554",Not yet commenced,Infrastructure
1328,-30.9855708,151.59571,Local Economic Recovery Funding,Renew Walcha Skate Park,"This project will replace existing skate ramps with skate elements for a range of abilities, provide landscaping, and install a half basketball court, seating, pathways, fencing, and surveillance technology.",Walcha,Walcha (A),"Up to $866,964",Not yet commenced,Infrastructure
1329,-34.9163649,149.4304448,Local Economic Recovery Funding,Improve the emergency features of Collector Memorial Hall,"This project will provide upgrades to the Collector Memorial Hall to install facilities necessary during natural disasters, including a secure alternate power source, a communications hub, significantly larger water storage, an outdoor fire suppression system, and accessible toilets.",Collector,Upper Lachlan Shire (A),"Up to $585,500",Not yet commenced,Infrastructure
